Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
start_23fc0eb4	g	Подожди здесь, Бондис из Дампуса. Я доложу офицеру.	game/script.rpy	296	g "[what]"
		Подождать	game/script.rpy	299
		Быстро предложить ему взятку в две золотых. Количество денег у вас: [gold]	game/script.rpy	301
start_485b0a2f	i	У вас недостаточно золота, чтобы дать взятку	game/script.rpy	305	i "[what]"
choice_225_2741d6a5	g	Эй, ты - из Дампуса, входи!	game/script.rpy	318	g "[what]"
choice_225_5c926844	g	Ты арестован!	game/script.rpy	329	g "[what]"
choice_225_6c7869cf	e	Сделав несколько шагов, вы чувствуете, как вам накидывают на голову мешок, после чего хватают за руки и плечи	game/script.rpy	334	e "[what]"
choice_225_d28de1a9	e	Вы боретесь, но стражники крепко держат вас и куда-то тащат	game/script.rpy	336	e "[what]"
choice_59_caf1f086	s	Количество ваших золотых монет уменьшилось на два и теперь равно [gold]	game/script.rpy	352	s "[what]"
choice_59_f0a3af68	g	Пожалуйста, немножко подожди.	game/script.rpy	354	g "[what]"
		Попытаться доставить неприятности стражнику, объявив о его взяточничестве	game/script.rpy	370
		Промолчать	game/script.rpy	372
choice_291_0a8a9863	e	Стражники подтаскивают вас к сторожке и заталкивают внутрь	game/script.rpy	379	e "[what]"
choice_291_c1c61971	e	А потом запирают за вами дверь	game/script.rpy	384	e "[what]"
choice_254_1204ce58	o	Что привело вас в это злосчастное место?	game/script.rpy	394	o "[what]"
choice_254_acc9d41d	i	Я просто хотел пройти сквозь город	game/script.rpy	395	i "[what]"
choice_254_d250cfc3	o	Тогда я понимаю, незнакомец, что вы колдун. Раньше это тоже было и моей профессией, пока судьба - с небольшой помощью огра из шахты Шанкера - не положила конец моим амбициям и моей карьере. Только чародей может знать заклинание, открывающее Северные Врата.	game/script.rpy	396	o "[what]"
choice_254_13657ca3	i	Так вы знаете заклинание или нет?	game/script.rpy	397	i "[what]"
choice_254_f2729af9	o	Только Первый Архонт города знает его целиком. Есть еще четыре знатных горожанина, которые знают по одной строке.	game/script.rpy	398	o "[what]"
choice_254_e25a5c73	i	Кто эти знатные горожане?	game/script.rpy	399	i "[what]"
choice_254_9294b945	o	Один какой-то ученый, остальных я вообще не знаю.	game/script.rpy	400	o "[what]"
choice_254_e209546d	i	А где мы находимся?	game/script.rpy	401	i "[what]"
choice_254_53027fa5	o	Это здание городской тюрьмы. Как только офицеры охраны убедятся, что вы не опасны вас освободят.	game/script.rpy	402	o "[what]"
choice_254_4522fa85	i	Как долго ждать?	game/script.rpy	403	i "[what]"
choice_254_de2d7f28	o	День или два.	game/script.rpy	404	o "[what]"
choice_126_3337e760	e	Вы поспешно рассказываете другим стражникам о 2 золотых, которые их товарищ забрал у вас. Они с подозрением смотрят на часового у ворот, но он сердито отрицает ваши обвинения и бьет вас в живот.	game/script.rpy	410	e "[what]"
choice_126_4f8cef4c	s	Количество вашего здоровья уменьшилось на два и теперь равно [health]	game/script.rpy	412	s "[what]"
choice_260_08891d54	e	День проходит, но стражников все нет.	game/script.rpy	421	e "[what]"
		Перекусить. Количество еды у вас на [meal] приемов пищи.	game/script.rpy	425
		Не перекусывать	game/script.rpy	427
choice_308_6df5afb3	s	Количество вашей еды теперь равно [meal]	game/script.rpy	436	s "[what]"
choice_308_5a93d459	e	Еда восстанавливает вам 2 очка Выносливости	game/script.rpy	437	e "[what]"
choice_308_5504edcb	s	Количество вашего здоровья теперь равно [health]	game/script.rpy	439	s "[what]"
choice_308_fabd78a9	e	Однако вы не смогли не поделиться едой со старцем	game/script.rpy	440	e "[what]"
choice_308_6df5afb3_1	s	Количество вашей еды теперь равно [meal]	game/script.rpy	442	s "[what]"
choice_333_3e5f1068	e	Вас клонит в сон. Но можете ли вы доверять старику?	game/script.rpy	449	e "[what]"
		Свернуться калачиков на полу и заснуть	game/script.rpy	451
		Бодрствовать, не спуская глаз со своего рюкзака, в ожидании возвращения стражи	game/script.rpy	453
choice_21_9915b9bf	e	Сон восстанавливает вам 2 очка Выносливости, на рассвете вы просыпаетесь.	game/script.rpy	459	e "[what]"
choice_21_5504edcb	s	Количество вашего здоровья теперь равно [health]	game/script.rpy	461	s "[what]"
choice_21_8ec0cd4c	e	Вы ничего не ели вчера, от голода теряете 3 очка Выносливости.	game/script.rpy	463	e "[what]"
choice_21_5504edcb_1	s	Количество вашего здоровья теперь равно [health]	game/script.rpy	465	s "[what]"
choice_21_c252bb58	g	Вы со стариком угрозы для города не представляете. Можете валить из темницы.	game/script.rpy	472	g "[what]"
choice_21_c4817ce2	e	Вы оба направляетесь в город, но ваш попутчик двигается на удивление шустро и вскоре оставляет вас позади.	game/script.rpy	476	e "[what]"
choice_21_0da1e84d	e	Вы видите, как он поворачивает направо на ближайшем перекрестке.	game/script.rpy	477	e "[what]"
choice_21_c0953bb8	e	Такая прыть кажется вам подозрительной, вы останавливаетесь и открываете рюкзак.	game/script.rpy	478	e "[what]"
choice_21_5dbc8299	e	Так и есть, вы не должны были доверять этому проходимцу, он 10 золотых монет.	game/script.rpy	481	e "[what]"
choice_21_8c5a8b67	s	Количество вашего золота теперь равно [gold]	game/script.rpy	483	s "[what]"
choice_102_e6ef1d7a	e	Вы ждете всю ночь, но стража не появляется, а старик мирно спит на скамье.	game/script.rpy	489	e "[what]"
choice_102_800e66da	e	Из-за бессонной ночи теряете 2 очка здоровья	game/script.rpy	490	e "[what]"
choice_102_5504edcb	s	Количество вашего здоровья теперь равно [health]	game/script.rpy	492	s "[what]"
choice_102_8ec0cd4c	e	Вы ничего не ели вчера, от голода теряете 3 очка Выносливости.	game/script.rpy	494	e "[what]"
choice_102_5504edcb_1	s	Количество вашего здоровья теперь равно [health]	game/script.rpy	496	s "[what]"
choice_102_c252bb58	g	Вы со стариком угрозы для города не представляете. Можете валить из темницы.	game/script.rpy	502	g "[what]"
choice_102_c4817ce2	e	Вы оба направляетесь в город, но ваш попутчик двигается на удивление шустро и вскоре оставляет вас позади.	game/script.rpy	505	e "[what]"
choice_102_743e4391	e	Вы видите, как он поворачивает направо на ближайшем перекрестке	game/script.rpy	506	e "[what]"
choice_81_7b49d2fa	e	Вы выходите на перекресток	game/script.rpy	512	e "[what]"
choice_81_dcaadbe8	e	Вы видите, как Старик забегает в одну из хижин справа	game/script.rpy	513	e "[what]"
choice_81_c2eba36b	e	Осмотритесь, чтобы принять решение куда двигаться дальше	game/script.rpy	514	e "[what]"
		Пойти налево	game/script.rpy	516
		Продолжить идти прямо	game/script.rpy	518
		Пойти направо	game/script.rpy	520
choice_23_32f70b39	e	Странные лица выглядывают из окон, наблюдая за вами	game/script.rpy	526	e "[what]"
choice_23_e92c49f3	e	Мгновенно среагировав на появление стражи, вы ныряете в темную хижину поблизости и прикрываете за собой дверь.	game/script.rpy	530	e "[what]"
choice_23_6a3985c2	e	В воздухе мрачной хижины пахнет друман-травой	game/script.rpy	533	e "[what]"
choice_23_a3fa0b3b	be	Пыхнешь с нами?	game/script.rpy	534	be "[what]"
		Присесть и сделать пару затяжек	game/script.rpy	536
		Извиниться за беспокойство и выйти	game/script.rpy	538
		Попробовать выжать из них какую-либо информацию	game/script.rpy	540
		Взяться за оружие и атаковать их	game/script.rpy	542
choice_138_ca93dc45	e	Вы продолжаете путь по дороге в сторону скопления небольших хижин.	game/script.rpy	548	e "[what]"
choice_138_3c921326	e	Пока вы проходите мимо этих домов, обитающие в них уродливые существа занимаются своими повседневными делами и наблюдают за вами.	game/script.rpy	549	e "[what]"
choice_138_0826ef62	e	Немного дальше по пути вам попадется лежащее в сточной канаве лицом вниз тело.	game/script.rpy	550	e "[what]"
choice_138_918bd4c5	e	На первый взгляд это спящий нищий или пьяница.	game/script.rpy	551	e "[what]"
		Остановиться и посмотреть, не нужна ли бедолаге ваша помощь	game/script.rpy	553
		Пройти мимо	game/script.rpy	555
choice_292_ece5e986	e	Старик скрылся в большой хижине с грязными стенами слева от дороги.	game/script.rpy	561	e "[what]"
		Проследовать за ним	game/script.rpy	563
		Пересечь дорогу и войти в хижину напротив, из которой доносится аппетитный запах	game/script.rpy	565
		Миновать хижины	game/script.rpy	567
choice_150_f57b7c75	e	Вы садитесь рядом с ними на край матраса.	game/script.rpy	572	e "[what]"
choice_150_9cb95ed8	e	Они скалятся вам, демонстрируя грязные зубы, и передают трубку.	game/script.rpy	573	e "[what]"
choice_150_a7ad0d14	e	Вы делаете несколько затяжек и откидываетесь на спину.	game/script.rpy	574	e "[what]"
choice_150_b4280421	e	Трубка обходит всех по кругу, и вскоре вы вчетвером безучастно смотрите в потолок.	game/script.rpy	575	e "[what]"
choice_150_862d2ec3	e	Вы начинаете чувствовать головокружение. Курение травки дает непредсказуемый эффект.	game/script.rpy	576	e "[what]"
choice_150_31b8b931	s	Вам достался случайный эффект от дурмант травы под номером [dice]	game/script.rpy	578	s "[what]"
choice_150_b167dcdd	e	Эффект приятный и расслабляющий	game/script.rpy	580	e "[what]"
choice_150_88e94f54	e	У вас восстановилось 2 очка здоровья.	game/script.rpy	581	e "[what]"
choice_150_5504edcb	s	Количество вашего здоровья теперь равно [health]	game/script.rpy	583	s "[what]"
choice_150_2c37db38	e	Вас охватывает огромное чувство уверенности	game/script.rpy	586	e "[what]"
choice_150_7b651732	e	Ваше мастерство увеличивается на 1 пункт!	game/script.rpy	587	e "[what]"
choice_150_d47080ac	s	Уровень вашего мастерства теперь равен [mastery]	game/script.rpy	589	s "[what]"
choice_150_98d8f0d4	e	Вы чувствуете сонливость и спите в течение следующих двадцати минут.	game/script.rpy	592	e "[what]"
choice_150_5bf29980	e	Вы не можете устоять перед желанием сделать что-нибудь иррациональное и даете 1 золотую монету каждому из эльфов.	game/script.rpy	595	e "[what]"
choice_150_8c5a8b67	s	Количество вашего золота теперь равно [gold]	game/script.rpy	597	s "[what]"
choice_150_8f198d2d	e	Вы ощущаете сильную паранойю	game/script.rpy	600	e "[what]"
choice_150_a8927add	e	Вы теряете по одной единице здоровья и мастерства	game/script.rpy	601	e "[what]"
choice_150_5504edcb_1	s	Количество вашего здоровья теперь равно [health]	game/script.rpy	604	s "[what]"
choice_150_d47080ac_1	s	Уровень вашего мастерства теперь равен [mastery]	game/script.rpy	607	s "[what]"
choice_150_72f17af3	e	Вы становитесь жестоким и тянетесь к своему оружию	game/script.rpy	610	e "[what]"
choice_213_d35c4ef6	e	Стражников уже не видно, и можно спокойно продолжить путь.	game/script.rpy	616	e "[what]"
choice_213_c209eaeb	e	Маленькая серебристая рыбка в пруду выныривает из-за камня и смотрит прямо на вас.	game/script.rpy	619	e "[what]"
choice_213_b617a6ff	e	Пузыри выходят у нее изо рта, это выглядит так, как будто она хочет вам что-то сказать!	game/script.rpy	620	e "[what]"
choice_213_0c8b2c32	e	Еще вы замечаете на дне пруда золотую монету	game/script.rpy	621	e "[what]"
		Нагнуться ближе к рыбке, чтобы узнать, что она говорит	game/script.rpy	623
		Вытащить из воды монету	game/script.rpy	625
		Продолжить свой путь	game/script.rpy	627
choice_242_2954e9a4	e	Вы отчаянно пытаетесь завязать разговор, но курильщики очень рассеяны и ничего толком не говорят.	game/script.rpy	633	e "[what]"
choice_242_2047ce90	e	Вы спрашиваете, не живет ли поблизости какой-нибудь ученый.	game/script.rpy	634	e "[what]"
choice_242_277f1ebd	e	Они тупо смотрят друг на друга, а потом один из них кивает и показывает рукой дальше по дороге, по которой вы шли. На этом вы заканчиваете беседу и уходите.	game/script.rpy	635	e "[what]"
choice_58_e332cb17	e	Эльфы с трудом встают на ноги и неуклюже нащупывают свое оружие. Сражайтесь с ними по одному.	game/script.rpy	641	e "[what]"
choice_58_loop_87b9ff3b	f	Твои силы иссякли в бою с [current_enemy[]]'name'! Ты падаешь без сознания.	game/script.rpy	651	f "[what]"
choice_58_loop_4a649370	f	Все эльфы повержены! Ты стоишь над их телами, тяжело дыша. Твое здоровье: [health], мастерство: [mastery], удача: [luck].	game/script.rpy	656	f "[what]"
choice_58_loop_5bf12e99	f	Ты ([player_attack]) и [current_enemy[]]'name' ([enemy_attack]) наносите удары одновременно, но оба уклоняетесь! Никто не ранен. Твое здоровье: [health], здоровье врага: [current_enemy[]]'health'.	game/script.rpy	665	f "[what]"
choice_58_loop_a60ecec9	f	Твой удар ([player_attack]) превосходит защиту [current_enemy[]]'name' ([enemy_attack])! Ты наносишь 2 урона. У врага осталось [current_enemy[]]'health' здоровья. Твое здоровье: [health].	game/script.rpy	671	f "[what]"
choice_58_loop_0e26282e	f	Твой мощный удар ([player_attack]) сокрушает [current_enemy[]]'name' ([enemy_attack])! Враг повержен! Твое здоровье: [health], мастерство: [mastery].	game/script.rpy	673	f "[what]"
		Использовать удачу, чтобы нанести дополнительный урон	game/script.rpy	676
choice_58_loop_37c6df0f	f	Удача на твоей стороне! Ты наносишь [current_enemy[]]'name' дополнительный урон (2). У врага осталось [current_enemy[]]'health' здоровья. Твоя удача снизилась до [luck].	game/script.rpy	682	f "[what]"
choice_58_loop_abc85149	f	Удача помогает тебе! Мощный дополнительный удар (2 урона) добивает [current_enemy[]]'name'! Твоя удача снизилась до [luck].	game/script.rpy	684	f "[what]"
choice_58_loop_d00ac57f	f	Удача отвернулась! [current_enemy[]]'name' восстанавливает 1 здоровье (теперь [current_enemy[]]'health'). Твоя удача снизилась до [luck].	game/script.rpy	688	f "[what]"
		Не использовать удачу, чтобы нанести дополнительный урон	game/script.rpy	689
choice_58_loop_28a9b385	f	[current_enemy[]]'name' наносит тебе удар ([enemy_attack])! Твоя защита ([player_attack]) не справляется. Ты теряешь 2 здоровья, осталось [health].	game/script.rpy	696	f "[what]"
choice_58_loop_df555c5d	f	[current_enemy[]]'name' наносит сокрушительный удар ([enemy_attack]) против твоей защиты ([player_attack])! Ты теряешь последние силы и падаешь.	game/script.rpy	698	f "[what]"
		Использовать удачу, чтобы смягчить урон	game/script.rpy	702
choice_58_loop_996c2584	f	Удача спасает тебя! Ты восстанавливаешь 1 здоровье (теперь [health]). Твоя удача снизилась до [luck].	game/script.rpy	707	f "[what]"
choice_58_loop_80826387	f	Удача подвела! Ты теряешь дополнительное 1 здоровье (теперь [health]). Твоя удача снизилась до [luck].	game/script.rpy	712	f "[what]"
choice_58_loop_cb73bca8	f	Удача подвела, и ты теряешь последнее здоровье! [current_enemy[]]'name' добивает тебя.	game/script.rpy	714	f "[what]"
		Не использовать удачу, чтобы смягчить урон	game/script.rpy	716
choice_256_1d6c49a7	e	Вы останавливаетесь над телом в канаве.	game/script.rpy	722	e "[what]"
choice_256_44877ad8	e	Никто на улице, кажется, не обращает на вас внимания, и вы наклоняетесь ближе.	game/script.rpy	723	e "[what]"
choice_256_2e4d0b0d	e	Вы берете его за плечо и трясете. Нет реакции.	game/script.rpy	724	e "[what]"
choice_256_aa5aba27	e	Хватаете за руку и переворачиваете лицом вверх, а затем в испуге отпрыгиваете назад.	game/script.rpy	725	e "[what]"
choice_256_12573bba	e	Пред вами лежит полуразложившийся труп! Его гниющая голова наполовину череп наполовину гниющая плоть, и вы с трудом подавляете крик отвращения и ужаса.	game/script.rpy	728	e "[what]"
choice_256_af7d75cc	e	Но когда вы отворачиваетесь от него, злобная улыбка искажает оставшуюся часть губ трупа, и он вскакивает на ноги. Тварь прыгает на вас, и вы едва успеваете выхватить оружие.	game/script.rpy	729	e "[what]"
choice_256_fight_b2cbeced	f	Твои силы иссякли в бою с [current_enemy[]]'name'! Ты падаешь, побежденный его мертвой хваткой.	game/script.rpy	735	f "[what]"
choice_256_fight_ded268d0	f	Оживший Труп повержен! Ты стоишь над его неподвижным телом, тяжело дыша. Твое здоровье: [health], мастерство: [mastery], удача: [luck].	game/script.rpy	739	f "[what]"
choice_256_fight_d9fe4af2	f	Ты ([player_attack]) и [current_enemy[]]'name' ([enemy_attack]) атакуете одновременно, но оба уклоняетесь! Никто не ранен. Твое здоровье: [health], здоровье врага: [current_enemy[]]'health'.	game/script.rpy	746	f "[what]"
choice_256_fight_a0f5e1b4	f	Твой удар ([player_attack]) пробивает защиту [current_enemy[]]'name' ([enemy_attack])! Ты наносишь 2 урона. У врага осталось [current_enemy[]]'health' здоровья. Твое здоровье: [health].	game/script.rpy	752	f "[what]"
choice_256_fight_5ca80ba5	f	Твой мощный удар ([player_attack]) разрывает [current_enemy[]]'name' ([enemy_attack]) на части! Враг повержен! Твое здоровье: [health], мастерство: [mastery].	game/script.rpy	754	f "[what]"
choice_256_fight_37c6df0f	f	Удача на твоей стороне! Ты наносишь [current_enemy[]]'name' дополнительный урон (2). У врага осталось [current_enemy[]]'health' здоровья. Твоя удача снизилась до [luck].	game/script.rpy	763	f "[what]"
choice_256_fight_d8ab0473	f	Удача помогает тебе! Мощный дополнительный удар (2 урона) окончательно уничтожает [current_enemy[]]'name'! Твоя удача снизилась до [luck].	game/script.rpy	765	f "[what]"
choice_256_fight_d00ac57f	f	Удача отвернулась! [current_enemy[]]'name' восстанавливает 1 здоровье (теперь [current_enemy[]]'health'). Твоя удача снизилась до [luck].	game/script.rpy	769	f "[what]"
choice_256_fight_28a9b385	f	[current_enemy[]]'name' наносит тебе удар ([enemy_attack])! Твоя защита ([player_attack]) не справляется. Ты теряешь 2 здоровья, осталось [health].	game/script.rpy	777	f "[what]"
choice_256_fight_df555c5d	f	[current_enemy[]]'name' наносит сокрушительный удар ([enemy_attack]) против твоей защиты ([player_attack])! Ты теряешь последние силы и падаешь.	game/script.rpy	779	f "[what]"
choice_256_fight_996c2584	f	Удача спасает тебя! Ты восстанавливаешь 1 здоровье (теперь [health]). Твоя удача снизилась до [luck].	game/script.rpy	788	f "[what]"
choice_256_fight_80826387	f	Удача подвела! Ты теряешь дополнительное 1 здоровье (теперь [health]). Твоя удача снизилась до [luck].	game/script.rpy	793	f "[what]"
choice_256_fight_cb73bca8	f	Удача подвела, и ты теряешь последнее здоровье! [current_enemy[]]'name' добивает тебя.	game/script.rpy	795	f "[what]"
choice_239_895e648f	e	Миновав этот небольшой район, вы подходите к маленькому полю, обнесенному грубым деревянным забором.	game/script.rpy	804	e "[what]"
choice_239_15ea3f41	e	Полдюжины свиней роются в грязи в стороне от группы существ, сгрудившихся вокруг костра.	game/script.rpy	805	e "[what]"
		Перелезть через ограду и посмотрите, что здесь происходит	game/script.rpy	807
		Пойти дальше	game/script.rpy	809
choice_66_8ff77245	e	Здесь никого, но есть дверь, ведущая в задние помещения.	game/script.rpy	815	e "[what]"
		Позвать мастера	game/script.rpy	817
		Быстренько пошарить по комнате пока никого нет	game/script.rpy	819
choice_171_3cdf858d	e	Вы толкаете дверь, она не заперта.	game/script.rpy	825	e "[what]"
		Постучать и попросить разрешения войти	game/script.rpy	827
		Распахнуть дверь и ворваться внутрь, чтобы застать врасплох тех, кто находится внутри	game/script.rpy	829
choice_294_8f6dec47	e	Вы идете дальше по дороге и слышите впереди многоголосый шум, как от большой толпы.	game/script.rpy	836	e "[what]"
choice_294_e20c5353	e	Возможно, вы идёте к рынку или какой-то ярмарке.	game/script.rpy	837	e "[what]"
		Продолжить путь прямо	game/script.rpy	839
		Повернуть налево	game/script.rpy	841
choice_320_552fdcbb	e	Вы наклоняетесь ближе к пруду и прикладываете ухо к поверхности воды.	game/script.rpy	846	e "[what]"
choice_320_a641d977	e	Рыбка вертится рядом с вами, плеща водой на вашу щеку.	game/script.rpy	847	e "[what]"
choice_320_5eadac06	e	Если бы рыбы могли смеяться, вы бы могли поклясться, что она хихикает!	game/script.rpy	848	e "[what]"
choice_320_c721ff14	e	Еще одна струйка пузырьков вырывается у нее изо рта, но вы слышите только бульканье.	game/script.rpy	849	e "[what]"
choice_320_ce859820	e	Вам удалось разобрать только что-то похожее на «Бурерркы». Но что это может значить? Рыбка снова прячется за камень.	game/script.rpy	850	e "[what]"
		Попытаться достать монету из пруда	game/script.rpy	854
choice_85_3624bc0f	e	Вам пришлось испытать удачу, чтобы попытаться вытащить монетку из пруда	game/script.rpy	860	e "[what]"
choice_85_957745fa	s	Уровень вашей удачи - [luck], требуемый уровень удачи - [twodice]	game/script.rpy	861	s "[what]"
choice_85_58c85ea9	e	Когда вы суете руку в воду за монетой, возмущенная вашим поступком серебристая рыбка больно кусает вас, теряете 1 очко Здоровья.	game/script.rpy	863	e "[what]"
choice_85_4cba8fe2	e	Вам повезло и удалось поймать монетку!	game/script.rpy	864	e "[what]"
choice_85_8d795cec	s	Теперь ваш уровень здоровья - [health]	game/script.rpy	867	s "[what]"
choice_85_43de95d5	s	Теперь количество вашего золота - [gold]	game/script.rpy	870	s "[what]"
